方向,起始时间,结束时间,持续K数,涨跌幅%,同向连续K,净向10K,F10通过,确认可入场,确认时间,确认入场价,确认后空间%,确认后MAE%,峰值在确认前
做多,2021-10-30 12:00:00+00:00,2021-10-31 08:00:00+00:00,6,-1.8584869935174848,4.0,False,False,False,,,,,
做空,2021-10-31 08:00:00+00:00,2021-10-31 16:00:00+00:00,3,-1.4907021472879594,2.0,True,False,False,,,,,
做空,2021-10-31 16:00:00+00:00,2021-10-31 20:00:00+00:00,2,-1.9721828494280187,1.0,False,False,False,,,,,
做多,2021-10-31 20:00:00+00:00,2021-11-01 00:00:00+00:00,2,-1.6677718555766725,9.0,True,False,False,,,,,
做空,2021-11-01 00:00:00+00:00,2021-11-01 04:00:00+00:00,2,-1.737186059546655,0.0,False,False,False,,,,,
做多,2021-11-01 04:00:00+00:00,2021-11-01 16:00:00+00:00,4,-1.885582983462069,10.0,True,True,False,,,,,
做多,2021-11-01 16:00:00+00:00,2021-11-01 20:00:00+00:00,2,-2.008014552004861,10.0,True,True,False,,,,,
做多,2021-11-01 20:00:00+00:00,2021-11-02 00:00:00+00:00,2,-1.7933816896495731,10.0,True,True,False,,,,,
做多,2021-11-02 00:00:00+00:00,2021-11-03 12:00:00+00:00,10,2.3597127882494022,10.0,True,True,False,,,,,
做多,2021-11-03 12:00:00+00:00,2021-11-03 16:00:00+00:00,2,-1.4961376445174381,3.0,False,False,False,,,,,
做多,2021-11-03 16:00:00+00:00,2021-11-04 04:00:00+00:00,4,-1.9923467805238515,2.0,False,False,False,,,,,
做空,2021-11-04 04:00:00+00:00,2021-11-04 08:00:00+00:00,2,-1.111039085329212,4.0,True,False,False,,,,,
做空,2021-11-04 08:00:00+00:00,2021-11-04 12:00:00+00:00,2,-1.247467838132474,5.0,True,False,False,,,,,
做空,2021-11-04 12:00:00+00:00,2021-11-05 00:00:00+00:00,4,-1.8530282885116152,6.0,True,False,False,,,,,
做多,2021-11-05 00:00:00+00:00,2021-11-05 08:00:00+00:00,3,-1.4344471437480406,1.0,False,False,False,,,,,
做空,2021-11-05 08:00:00+00:00,2021-11-05 12:00:00+00:00,2,-1.156128357428935,8.0,True,False,False,,,,,
做空,2021-11-05 12:00:00+00:00,2021-11-06 04:00:00+00:00,5,-1.5545380347514077,7.0,True,False,False,,,,,
做空,2021-11-06 04:00:00+00:00,2021-11-06 20:00:00+00:00,5,-1.1347688003917042,3.0,False,False,False,,,,,
做多,2021-11-06 20:00:00+00:00,2021-11-07 00:00:00+00:00,2,-0.23017429810797993,10.0,True,True,False,,,,,
做多,2021-11-07 00:00:00+00:00,2021-11-09 12:00:00+00:00,16,8.220323181235562,10.0,True,True,True,2021-11-08 16:00:00+00:00,65887.94,4.230243045995976,0.4147192946083912,False
做空,2021-11-09 12:00:00+00:00,2021-11-09 16:00:00+00:00,2,-1.1207995375162894,5.0,True,False,False,,,,,
做空,2021-11-09 16:00:00+00:00,2021-11-09 20:00:00+00:00,2,-1.7332572182970296,5.0,True,False,False,,,,,
做空,2021-11-09 20:00:00+00:00,2021-11-10 00:00:00+00:00,2,-1.3033970025459247,6.0,True,False,False,,,,,
做空,2021-11-10 00:00:00+00:00,2021-11-10 12:00:00+00:00,4,-0.8408840292908285,7.0,True,False,False,,,,,
做多,2021-11-10 12:00:00+00:00,2021-11-10 16:00:00+00:00,2,-1.6931207746398922,0.0,False,False,False,,,,,
做空,2021-11-10 16:00:00+00:00,2021-11-13 16:00:00+00:00,19,4.693899539359595,10.0,True,True,True,2021-11-12 08:00:00+00:00,63810.23,2.346379256116148,1.9793221243678243,False
做空,2021-11-13 16:00:00+00:00,2021-11-14 00:00:00+00:00,3,-1.9326934247311442,6.0,False,False,False,,,,,
做空,2021-11-14 00:00:00+00:00,2021-11-14 04:00:00+00:00,2,-1.8532275931176667,4.0,False,False,False,,,,,
做空,2021-11-14 04:00:00+00:00,2021-11-14 08:00:00+00:00,2,-1.175604727652012,3.0,False,False,False,,,,,
做空,2021-11-14 08:00:00+00:00,2021-11-14 12:00:00+00:00,2,-1.666369335539148,4.0,True,False,False,,,,,
做空,2021-11-14 12:00:00+00:00,2021-11-14 20:00:00+00:00,3,-1.1559120718959284,5.0,True,False,False,,,,,
做多,2021-11-14 20:00:00+00:00,2021-11-15 12:00:00+00:00,5,-0.4372896138889495,3.0,False,False,False,,,,,
做空,2021-11-15 12:00:00+00:00,2021-11-17 08:00:00+00:00,12,7.717611152804323,10.0,True,True,True,2021-11-17 04:00:00+00:00,59724.98,2.324488011548941,1.8817419444928996,False
做多,2021-11-17 08:00:00+00:00,2021-11-17 12:00:00+00:00,2,-2.2664575027980636,2.0,False,False,False,,,,,
做空,2021-11-17 12:00:00+00:00,2021-11-17 16:00:00+00:00,2,-2.440422256750014,8.0,True,False,False,,,,,
做多,2021-11-17 16:00:00+00:00,2021-11-17 20:00:00+00:00,2,-2.264570321038025,1.0,False,False,False,,,,,
做多,2021-11-17 20:00:00+00:00,2021-11-18 00:00:00+00:00,2,-1.6252431944194032,1.0,False,False,False,,,,,
做空,2021-11-18 00:00:00+00:00,2021-11-19 12:00:00+00:00,10,4.941260072765325,8.0,True,False,False,,,,,
做多,2021-11-19 12:00:00+00:00,2021-11-19 16:00:00+00:00,2,-2.121359628817241,5.0,True,False,False,,,,,
做多,2021-11-19 16:00:00+00:00,2021-11-19 20:00:00+00:00,2,-2.3120456963964493,5.0,True,False,False,,,,,
做多,2021-11-19 20:00:00+00:00,2021-11-20 12:00:00+00:00,5,-0.8718305054604442,6.0,True,False,False,,,,,
做空,2021-11-20 12:00:00+00:00,2021-11-20 16:00:00+00:00,2,-1.934587282451263,2.0,False,False,False,,,,,
做多,2021-11-20 16:00:00+00:00,2021-11-22 00:00:00+00:00,9,-1.4978882430999403,7.0,True,False,False,,,,,
做空,2021-11-22 00:00:00+00:00,2021-11-22 12:00:00+00:00,4,-1.2012670881208598,9.0,True,False,False,,,,,
做空,2021-11-22 12:00:00+00:00,2021-11-23 08:00:00+00:00,6,0.11794342784440925,6.0,True,False,False,,,,,
做空,2021-11-23 08:00:00+00:00,2021-11-23 12:00:00+00:00,2,-2.533974188976788,6.0,True,False,False,,,,,
做空,2021-11-23 12:00:00+00:00,2021-11-23 16:00:00+00:00,2,-2.520866334667826,6.0,True,False,False,,,,,
做多,2021-11-23 16:00:00+00:00,2021-11-23 20:00:00+00:00,2,-2.2945944567640493,3.0,False,False,False,,,,,
做多,2021-11-23 20:00:00+00:00,2021-11-24 00:00:00+00:00,2,-2.2208130466949783,4.0,True,False,False,,,,,
做空,2021-11-24 00:00:00+00:00,2021-11-24 08:00:00+00:00,3,-2.424488503383687,5.0,False,False,False,,,,,
做空,2021-11-24 08:00:00+00:00,2021-11-24 20:00:00+00:00,4,-1.5455982874942693,3.0,False,False,False,,,,,
做空,2021-11-24 20:00:00+00:00,2021-11-25 00:00:00+00:00,2,-2.208797297684759,4.0,False,False,False,,,,,
做多,2021-11-25 00:00:00+00:00,2021-11-25 04:00:00+00:00,2,-2.058175556233358,5.0,False,False,False,,,,,
做多,2021-11-25 04:00:00+00:00,2021-11-25 08:00:00+00:00,2,-0.8739482227177596,4.0,False,False,False,,,,,
做多,2021-11-25 08:00:00+00:00,2021-11-26 00:00:00+00:00,5,-0.5270264141059773,3.0,False,False,False,,,,,
做空,2021-11-26 00:00:00+00:00,2021-11-28 20:00:00+00:00,18,6.164451738423694,10.0,True,True,True,2021-11-27 16:00:00+00:00,54952.88,3.1078989854580823,4.589168029045984,False
做多,2021-11-28 20:00:00+00:00,2021-11-30 00:00:00+00:00,8,0.4362753993201244,7.0,True,False,False,,,,,
做多,2021-11-30 00:00:00+00:00,2021-11-30 04:00:00+00:00,2,-1.9374999761777492,5.0,True,False,False,,,,,
做空,2021-11-30 04:00:00+00:00,2021-11-30 08:00:00+00:00,2,-2.1186915967629045,1.0,False,False,False,,,,,
做多,2021-11-30 08:00:00+00:00,2021-11-30 16:00:00+00:00,3,0.5077612408061772,6.0,True,False,False,,,,,
做多,2021-11-30 16:00:00+00:00,2021-11-30 20:00:00+00:00,2,-2.093836994666066,6.0,False,False,False,,,,,
做空,2021-11-30 20:00:00+00:00,2021-12-01 00:00:00+00:00,2,-2.052688261486543,4.0,True,False,False,,,,,
做多,2021-12-01 00:00:00+00:00,2021-12-01 04:00:00+00:00,2,-2.0856500863040623,5.0,False,False,False,,,,,
做多,2021-12-01 04:00:00+00:00,2021-12-01 08:00:00+00:00,2,-1.4137970348635478,4.0,False,False,False,,,,,
做多,2021-12-01 08:00:00+00:00,2021-12-01 12:00:00+00:00,2,-0.32267547879815045,3.0,False,False,False,,,,,
做多,2021-12-01 12:00:00+00:00,2021-12-01 16:00:00+00:00,2,-1.6817104684953361,2.0,False,False,False,,,,,
做多,2021-12-01 16:00:00+00:00,2021-12-01 20:00:00+00:00,2,-2.1114446955615556,1.0,False,False,False,,,,,
做多,2021-12-01 20:00:00+00:00,2021-12-02 00:00:00+00:00,2,-2.14636086898566,1.0,False,False,False,,,,,
做空,2021-12-02 00:00:00+00:00,2021-12-02 08:00:00+00:00,3,-2.347255213538533,7.0,True,False,False,,,,,
做空,2021-12-02 08:00:00+00:00,2021-12-02 12:00:00+00:00,2,-2.2318832088521554,5.0,True,False,False,,,,,
做空,2021-12-02 12:00:00+00:00,2021-12-02 20:00:00+00:00,3,-2.274786274971421,5.0,True,False,False,,,,,
做空,2021-12-02 20:00:00+00:00,2021-12-03 04:00:00+00:00,3,-1.682612936387778,7.0,True,False,False,,,,,
做空,2021-12-03 04:00:00+00:00,2021-12-03 08:00:00+00:00,2,-2.1261819425449073,9.0,True,False,False,,,,,
做多,2021-12-03 08:00:00+00:00,2021-12-03 12:00:00+00:00,2,-1.489011385367013,0.0,False,False,False,,,,,
做空,2021-12-03 12:00:00+00:00,2021-12-05 00:00:00+00:00,10,25.11977200225476,10.0,True,True,False,,,,,
做空,2021-12-05 00:00:00+00:00,2021-12-05 04:00:00+00:00,2,-3.9209104957013676,5.0,True,False,False,,,,,
做空,2021-12-05 04:00:00+00:00,2021-12-05 08:00:00+00:00,2,-3.572394907584538,5.0,True,False,False,,,,,
做空,2021-12-05 08:00:00+00:00,2021-12-05 12:00:00+00:00,2,-1.6392343877039708,5.0,True,False,False,,,,,
做空,2021-12-05 12:00:00+00:00,2021-12-05 16:00:00+00:00,2,-3.771930028374241,5.0,False,False,False,,,,,
做空,2021-12-05 16:00:00+00:00,2021-12-05 20:00:00+00:00,2,-3.727972520535451,5.0,False,False,False,,,,,
做多,2021-12-05 20:00:00+00:00,2021-12-06 00:00:00+00:00,2,-3.2952215401246985,5.0,True,False,False,,,,,
做空,2021-12-06 00:00:00+00:00,2021-12-06 04:00:00+00:00,2,-2.321696619466154,4.0,False,False,False,,,,,
做空,2021-12-06 04:00:00+00:00,2021-12-06 08:00:00+00:00,2,-2.086752314419753,3.0,False,False,False,,,,,
做空,2021-12-06 08:00:00+00:00,2021-12-06 16:00:00+00:00,3,-3.7484304440832297,2.0,False,False,False,,,,,
做空,2021-12-06 16:00:00+00:00,2021-12-06 20:00:00+00:00,2,-3.452341817080799,1.0,False,False,False,,,,,
做多,2021-12-06 20:00:00+00:00,2021-12-07 20:00:00+00:00,7,-1.1574937403508825,6.0,True,False,False,,,,,
做多,2021-12-07 20:00:00+00:00,2021-12-08 00:00:00+00:00,2,-2.8141393970397335,3.0,False,False,False,,,,,
做空,2021-12-08 00:00:00+00:00,2021-12-08 04:00:00+00:00,2,-2.8996261891189707,5.0,True,False,False,,,,,
做多,2021-12-08 04:00:00+00:00,2021-12-08 08:00:00+00:00,2,-2.6801040033679002,3.0,False,False,False,,,,,
做空,2021-12-08 08:00:00+00:00,2021-12-08 12:00:00+00:00,2,-2.3838662162815143,7.0,True,False,False,,,,,
做多,2021-12-08 12:00:00+00:00,2021-12-08 16:00:00+00:00,2,-2.808351500366561,2.0,False,False,False,,,,,
做多,2021-12-08 16:00:00+00:00,2021-12-08 20:00:00+00:00,2,-2.7650110851539753,1.0,False,False,False,,,,,
做多,2021-12-08 20:00:00+00:00,2021-12-09 00:00:00+00:00,2,-2.702891654456204,0.0,False,False,False,,,,,
做空,2021-12-09 00:00:00+00:00,2021-12-09 04:00:00+00:00,2,-2.3973678236036604,10.0,True,True,False,,,,,
做空,2021-12-09 04:00:00+00:00,2021-12-10 12:00:00+00:00,9,0.9002458274736108,10.0,True,True,False,,,,,
做空,2021-12-10 12:00:00+00:00,2021-12-11 12:00:00+00:00,7,-0.8320749515625755,7.0,True,False,False,,,,,
做空,2021-12-11 12:00:00+00:00,2021-12-11 16:00:00+00:00,2,-2.928202348149945,2.0,False,False,False,,,,,
做空,2021-12-11 16:00:00+00:00,2021-12-11 20:00:00+00:00,2,-2.8647808677484425,3.0,False,False,False,,,,,
做多,2021-12-11 20:00:00+00:00,2021-12-12 04:00:00+00:00,3,-2.2626308705085383,6.0,True,False,False,,,,,
做多,2021-12-12 04:00:00+00:00,2021-12-12 08:00:00+00:00,2,-2.46316364112086,4.0,False,False,False,,,,,
做多,2021-12-12 08:00:00+00:00,2021-12-13 00:00:00+00:00,5,0.3348645188479313,3.0,False,False,False,,,,,
做空,2021-12-13 00:00:00+00:00,2021-12-14 20:00:00+00:00,12,3.367241249231094,10.0,True,True,True,2021-12-14 16:00:00+00:00,46844.02,0.03989836909811552,3.8722125043922397,True
做多,2021-12-14 20:00:00+00:00,2021-12-15 12:00:00+00:00,5,-2.2312782709457166,6.0,True,False,False,,,,,
做空,2021-12-15 12:00:00+00:00,2021-12-15 16:00:00+00:00,2,-2.575855927254816,4.0,False,False,False,,,,,
做多,2021-12-15 16:00:00+00:00,2021-12-16 16:00:00+00:00,7,-2.0742201039549957,5.0,True,False,False,,,,,
做空,2021-12-16 16:00:00+00:00,2021-12-16 20:00:00+00:00,2,-2.124637301298891,9.0,True,False,False,,,,,
做空,2021-12-16 20:00:00+00:00,2021-12-18 08:00:00+00:00,10,2.1224658067390227,8.0,True,False,False,,,,,
做多,2021-12-18 08:00:00+00:00,2021-12-18 12:00:00+00:00,2,-2.3508200059535334,4.0,True,False,False,,,,,
做空,2021-12-18 12:00:00+00:00,2021-12-18 16:00:00+00:00,2,-1.9284437806728856,4.0,False,False,False,,,,,
做空,2021-12-18 16:00:00+00:00,2021-12-18 20:00:00+00:00,2,-2.418908935371775,5.0,False,False,False,,,,,
做空,2021-12-18 20:00:00+00:00,2021-12-19 00:00:00+00:00,2,-2.1160923551379787,6.0,True,False,False,,,,,
做多,2021-12-19 00:00:00+00:00,2021-12-19 08:00:00+00:00,3,-2.014070721237722,3.0,False,False,False,,,,,
做多,2021-12-19 08:00:00+00:00,2021-12-19 12:00:00+00:00,2,-0.4621909854356219,2.0,False,False,False,,,,,
做多,2021-12-19 12:00:00+00:00,2021-12-19 16:00:00+00:00,2,-2.191180595302811,3.0,True,False,False,,,,,
做空,2021-12-19 16:00:00+00:00,2021-12-19 20:00:00+00:00,2,-2.386656717983477,6.0,False,False,False,,,,,
做空,2021-12-19 20:00:00+00:00,2021-12-20 00:00:00+00:00,2,-1.837363003915051,5.0,False,False,False,,,,,
做空,2021-12-20 00:00:00+00:00,2021-12-20 04:00:00+00:00,2,-2.1036574190648296,4.0,False,False,False,,,,,
做空,2021-12-20 04:00:00+00:00,2021-12-20 20:00:00+00:00,5,-1.187813903928133,3.0,False,False,False,,,,,
做多,2021-12-20 20:00:00+00:00,2021-12-21 00:00:00+00:00,2,-0.9523303406861201,10.0,True,True,False,,,,,
做多,2021-12-21 00:00:00+00:00,2021-12-22 12:00:00+00:00,10,0.900533565913047,10.0,True,True,False,,,,,
做多,2021-12-22 12:00:00+00:00,2021-12-22 16:00:00+00:00,2,-1.6153968117652702,5.0,True,False,False,,,,,
做多,2021-12-22 16:00:00+00:00,2021-12-22 20:00:00+00:00,2,-1.8517749757539397,6.0,True,False,False,,,,,
做空,2021-12-22 20:00:00+00:00,2021-12-23 00:00:00+00:00,2,-0.8803908184013508,3.0,False,False,False,,,,,
做空,2021-12-23 00:00:00+00:00,2021-12-23 12:00:00+00:00,4,-1.915900007007777,2.0,False,False,False,,,,,
做多,2021-12-23 12:00:00+00:00,2021-12-25 16:00:00+00:00,14,4.240891979231801,10.0,True,True,True,2021-12-25 04:00:00+00:00,50916.29,0.5375686248939173,1.5933800361338204,True
做多,2021-12-25 16:00:00+00:00,2021-12-25 20:00:00+00:00,2,-1.5585912917307372,5.0,False,False,False,,,,,
做空,2021-12-25 20:00:00+00:00,2021-12-26 00:00:00+00:00,2,-0.15528688847057687,4.0,True,False,False,,,,,
做空,2021-12-26 00:00:00+00:00,2021-12-26 12:00:00+00:00,4,-1.144405597447732,3.0,False,False,False,,,,,
做空,2021-12-26 12:00:00+00:00,2021-12-26 16:00:00+00:00,2,-1.617678868070233,2.0,False,False,False,,,,,
做多,2021-12-26 16:00:00+00:00,2021-12-26 20:00:00+00:00,2,0.1507670420188685,7.0,True,False,False,,,,,
做多,2021-12-26 20:00:00+00:00,2021-12-28 00:00:00+00:00,8,0.05726357499336544,6.0,False,False,False,,,,,
做空,2021-12-28 00:00:00+00:00,2021-12-30 08:00:00+00:00,15,5.776211855139963,10.0,True,True,True,2021-12-29 16:00:00+00:00,47123.01,2.6377983919108776,1.2382697964327718,False
做多,2021-12-30 08:00:00+00:00,2021-12-30 12:00:00+00:00,2,-1.5829260290913714,2.0,False,False,False,,,,,
做空,2021-12-30 12:00:00+00:00,2021-12-30 16:00:00+00:00,2,-1.8447800369963567,4.0,True,False,False,,,,,
做多,2021-12-30 16:00:00+00:00,2021-12-30 20:00:00+00:00,2,-1.83015493817059,2.0,False,False,False,,,,,
做空,2021-12-30 20:00:00+00:00,2021-12-31 04:00:00+00:00,3,-1.956260671885341,6.0,True,False,False,,,,,
做空,2021-12-31 04:00:00+00:00,2021-12-31 08:00:00+00:00,2,-1.896079192120195,7.0,True,False,False,,,,,
做多,2021-12-31 08:00:00+00:00,2021-12-31 16:00:00+00:00,3,-1.827031177066935,1.0,False,False,False,,,,,
做空,2021-12-31 16:00:00+00:00,2022-01-01 04:00:00+00:00,4,-2.121300036444798,6.0,True,False,False,,,,,
做空,2022-01-01 04:00:00+00:00,2022-01-01 12:00:00+00:00,3,-2.0631552403606883,6.0,True,False,False,,,,,
做空,2022-01-01 12:00:00+00:00,2022-01-01 16:00:00+00:00,2,-2.0010224764386937,8.0,True,False,False,,,,,
做空,2022-01-01 16:00:00+00:00,2022-01-01 20:00:00+00:00,2,-1.969152142152637,9.0,True,False,False,,,,,
做多,2022-01-01 20:00:00+00:00,2022-01-02 00:00:00+00:00,2,-1.8388478945838924,0.0,False,False,False,,,,,
做空,2022-01-02 00:00:00+00:00,2022-01-02 08:00:00+00:00,3,-0.7797850713508897,10.0,True,True,False,,,,,
做空,2022-01-02 08:00:00+00:00,2022-01-02 12:00:00+00:00,2,-1.8394791719689103,10.0,True,True,False,,,,,
做空,2022-01-02 12:00:00+00:00,2022-01-02 16:00:00+00:00,2,-0.9347402107099503,10.0,True,True,False,,,,,
做空,2022-01-02 16:00:00+00:00,2022-01-02 20:00:00+00:00,2,-1.8725961172356227,10.0,True,True,False,,,,,
做空,2022-01-02 20:00:00+00:00,2022-01-03 08:00:00+00:00,4,-1.6272949381777944,10.0,True,True,False,,,,,
做空,2022-01-03 08:00:00+00:00,2022-01-03 12:00:00+00:00,2,-1.2828651477922055,10.0,True,True,False,,,,,
做空,2022-01-03 12:00:00+00:00,2022-01-04 12:00:00+00:00,7,0.16929280438158698,10.0,True,True,False,,,,,
做空,2022-01-04 12:00:00+00:00,2022-01-05 08:00:00+00:00,6,0.3433901975728848,10.0,True,True,False,,,,,
做空,2022-01-05 08:00:00+00:00,2022-01-09 16:00:00+00:00,27,10.674194194455133,10.0,True,True,True,2022-01-07 00:00:00+00:00,41789.97,3.1907417018964206,2.7997866473701674,False
做多,2022-01-09 16:00:00+00:00,2022-01-09 20:00:00+00:00,2,-2.0757533076014427,0.0,False,False,False,,,,,
做空,2022-01-09 20:00:00+00:00,2022-01-11 00:00:00+00:00,8,2.930429020033355,10.0,True,True,False,,,,,
做空,2022-01-11 00:00:00+00:00,2022-01-11 04:00:00+00:00,2,-2.3780535450313405,3.0,False,False,False,,,,,
做空,2022-01-11 04:00:00+00:00,2022-01-11 08:00:00+00:00,2,-1.3357497721984986,2.0,False,False,False,,,,,
做空,2022-01-11 08:00:00+00:00,2022-01-11 16:00:00+00:00,3,-1.57667721568228,1.0,False,False,False,,,,,
做多,2022-01-11 16:00:00+00:00,2022-01-13 12:00:00+00:00,12,0.6955849885771499,10.0,True,True,True,2022-01-13 08:00:00+00:00,43592.1,1.8457014000243206,1.7072818240002157,False
做多,2022-01-13 12:00:00+00:00,2022-01-13 16:00:00+00:00,2,-1.9223877426147322,5.0,False,False,False,,,,,
做空,2022-01-13 16:00:00+00:00,2022-01-14 12:00:00+00:00,6,-0.07356797212045608,4.0,True,False,False,,,,,
做多,2022-01-14 12:00:00+00:00,2022-01-14 16:00:00+00:00,2,-1.864350180570224,10.0,True,True,False,,,,,
做多,2022-01-14 16:00:00+00:00,2022-01-15 04:00:00+00:00,4,-1.7826838164298628,10.0,True,True,False,,,,,
做多,2022-01-15 04:00:00+00:00,2022-01-15 12:00:00+00:00,3,-1.1120775938865008,8.0,True,False,False,,,,,
做多,2022-01-15 12:00:00+00:00,2022-01-16 00:00:00+00:00,4,-0.8206854514974342,6.0,True,False,False,,,,,
做多,2022-01-16 00:00:00+00:00,2022-01-16 04:00:00+00:00,2,-1.4528872346391024,3.0,False,False,False,,,,,
做多,2022-01-16 04:00:00+00:00,2022-01-16 08:00:00+00:00,2,-1.5217652760412912,2.0,False,False,False,,,,,
做多,2022-01-16 08:00:00+00:00,2022-01-16 12:00:00+00:00,2,-1.2953046755695266,1.0,False,False,False,,,,,
做多,2022-01-16 12:00:00+00:00,2022-01-16 16:00:00+00:00,2,-1.490506211893711,1.0,False,False,False,,,,,
做空,2022-01-16 16:00:00+00:00,2022-01-16 20:00:00+00:00,2,-1.6032646976566356,9.0,True,False,False,,,,,
做多,2022-01-16 20:00:00+00:00,2022-01-17 00:00:00+00:00,2,-1.5981463451427493,0.0,False,False,False,,,,,
做空,2022-01-17 00:00:00+00:00,2022-01-17 04:00:00+00:00,2,-0.7419737650707948,10.0,True,True,False,,,,,
做空,2022-01-17 04:00:00+00:00,2022-01-18 20:00:00+00:00,11,0.6388483451802707,9.0,True,False,False,,,,,
做多,2022-01-18 20:00:00+00:00,2022-01-19 00:00:00+00:00,2,-1.5498169143707925,4.0,False,False,False,,,,,
做空,2022-01-19 00:00:00+00:00,2022-01-19 08:00:00+00:00,3,-0.6151202949051657,1.0,False,False,False,,,,,
做多,2022-01-19 08:00:00+00:00,2022-01-19 12:00:00+00:00,2,-0.7330523275655042,5.0,False,False,False,,,,,
做多,2022-01-19 12:00:00+00:00,2022-01-19 16:00:00+00:00,2,-1.62967275416007,5.0,False,False,False,,,,,
做多,2022-01-19 16:00:00+00:00,2022-01-19 20:00:00+00:00,2,-1.6339874724289878,5.0,False,False,False,,,,,
做空,2022-01-19 20:00:00+00:00,2022-01-20 00:00:00+00:00,2,-1.6885771884835767,5.0,True,False,False,,,,,
做多,2022-01-20 00:00:00+00:00,2022-01-20 04:00:00+00:00,2,-1.403227939162772,4.0,False,False,False,,,,,
做多,2022-01-20 04:00:00+00:00,2022-01-20 08:00:00+00:00,2,-1.3800706788469796,3.0,False,False,False,,,,,
做多,2022-01-20 08:00:00+00:00,2022-01-20 20:00:00+00:00,4,1.461454795312934,2.0,False,False,False,,,,,
做空,2022-01-20 20:00:00+00:00,2022-01-23 04:00:00+00:00,15,14.634031379003487,10.0,True,True,True,2022-01-22 12:00:00+00:00,34829.93,1.7755706083819298,2.658833939660515,True
做多,2022-01-23 04:00:00+00:00,2022-01-23 08:00:00+00:00,2,-1.9038186493316747,2.0,False,False,False,,,,,
做多,2022-01-23 08:00:00+00:00,2022-01-23 12:00:00+00:00,2,-2.859706846016158,3.0,False,False,False,,,,,
做空,2022-01-23 12:00:00+00:00,2022-01-23 20:00:00+00:00,3,-1.8536508869307415,4.0,True,False,False,,,,,
做多,2022-01-23 20:00:00+00:00,2022-01-24 00:00:00+00:00,2,-2.89835448360855,6.0,True,False,False,,,,,
做空,2022-01-24 00:00:00+00:00,2022-01-24 04:00:00+00:00,2,-2.183816707601204,3.0,False,False,False,,,,,
做空,2022-01-24 04:00:00+00:00,2022-01-24 08:00:00+00:00,2,2.1486169620868303,2.0,False,False,False,,,,,
做空,2022-01-24 08:00:00+00:00,2022-01-24 16:00:00+00:00,3,-3.1133355076532325,1.0,False,False,False,,,,,
做多,2022-01-24 16:00:00+00:00,2022-01-26 20:00:00+00:00,14,3.256751100013106,10.0,True,True,True,2022-01-26 08:00:00+00:00,38045.91,2.2096199039528774,4.766583319994199,False
做空,2022-01-26 20:00:00+00:00,2022-01-27 00:00:00+00:00,2,-1.0810568196643024,5.0,True,False,False,,,,,
做空,2022-01-27 00:00:00+00:00,2022-01-27 12:00:00+00:00,4,-3.389971947321204,4.0,True,False,False,,,,,
做空,2022-01-27 12:00:00+00:00,2022-01-27 20:00:00+00:00,3,-0.48189403108096546,1.0,False,False,False,,,,,
做多,2022-01-27 20:00:00+00:00,2022-01-28 00:00:00+00:00,2,-2.2905405523375633,7.0,True,False,False,,,,,
做多,2022-01-28 00:00:00+00:00,2022-01-28 04:00:00+00:00,2,-2.792603167537338,8.0,True,False,False,,,,,
做多,2022-01-28 04:00:00+00:00,2022-01-28 08:00:00+00:00,2,-2.8389345835104063,9.0,True,False,False,,,,,
做空,2022-01-28 08:00:00+00:00,2022-01-28 12:00:00+00:00,2,-2.5807051380285597,0.0,False,False,False,,,,,
做多,2022-01-28 12:00:00+00:00,2022-01-28 16:00:00+00:00,2,-2.625657396679637,10.0,True,True,False,,,,,
做多,2022-01-28 16:00:00+00:00,2022-01-30 16:00:00+00:00,13,0.8904125890417052,10.0,True,True,True,2022-01-30 08:00:00+00:00,38095.46,0.13405796911232915,1.7733346703255393,True
做空,2022-01-30 16:00:00+00:00,2022-01-30 20:00:00+00:00,2,-2.0876992639375067,3.0,False,False,False,,,,,
做多,2022-01-30 20:00:00+00:00,2022-01-31 00:00:00+00:00,2,-2.1779712217658216,7.0,True,False,False,,,,,
做空,2022-01-31 00:00:00+00:00,2022-01-31 12:00:00+00:00,4,-2.4471194231319,2.0,False,False,False,,,,,
做多,2022-01-31 12:00:00+00:00,2022-02-02 12:00:00+00:00,13,1.3877575125567148,10.0,True,True,True,2022-02-02 04:00:00+00:00,38268.32,1.194669637966862,2.4306789532438327,True
做空,2022-02-02 12:00:00+00:00,2022-02-03 20:00:00+00:00,9,0.9546339528960032,7.0,True,False,False,,,,,
做多,2022-02-03 20:00:00+00:00,2022-02-04 00:00:00+00:00,2,-1.902022555166184,10.0,True,True,False,,,,,
做多,2022-02-04 00:00:00+00:00,2022-02-04 04:00:00+00:00,2,0.03450031059990553,10.0,True,True,False,,,,,
做多,2022-02-04 04:00:00+00:00,2022-02-05 16:00:00+00:00,10,7.607084966876274,10.0,True,True,False,,,,,
做多,2022-02-05 16:00:00+00:00,2022-02-06 04:00:00+00:00,4,-1.9553432965835744,10.0,True,True,False,,,,,
做多,2022-02-06 04:00:00+00:00,2022-02-06 12:00:00+00:00,3,-0.16674565967706348,10.0,True,True,False,,,,,
做多,2022-02-06 12:00:00+00:00,2022-02-06 16:00:00+00:00,2,-1.7890093034791321,10.0,True,True,False,,,,,
做多,2022-02-06 16:00:00+00:00,2022-02-08 08:00:00+00:00,11,7.3312994379852725,10.0,True,True,False,,,,,
