序号,信号时间,方向,6K极值,回调线,触发线,信号收盘价,窗口内最低(未及回调线),窗口内顺向行情%,年份
593,2021-02-22 16:00,做空,55200.0,55917.51,54443.08,54606.16,55023.85,17.79,2021
594,2021-02-20 04:00,做多,55995.18,52300.0,53603.62,56004.1,53905.0,3.03,2021
595,2021-02-20 00:00,做多,53980.0,52300.0,53603.62,55146.04,54902.01,4.63,2021
596,2021-02-19 20:00,做多,53135.0,52388.99,53752.99,53944.7,53678.02,6.96,2021
597,2021-02-19 16:00,做多,52388.99,52388.99,53752.99,52832.04,52411.07,7.45,2021
598,2021-02-08 20:00,做多,39570.0,39350.0,40478.26,43785.81,42649.0,10.23,2021
599,2021-01-21 20:00,做空,32050.0,33403.0,31944.4,31422.1,32749.0,8.09,2021
600,2021-01-21 16:00,做空,33403.0,33403.0,31944.4,32247.3,32800.0,10.44,2021
601,2021-01-20 08:00,做空,35850.0,36210.0,34712.53,35097.16,35985.0,4.83,2021
602,2021-01-14 00:00,做多,35584.79,35584.79,37854.62,36035.43,35762.22,11.53,2021
603,2021-01-11 00:00,做空,38500.0,39850.0,38100.23,37531.91,39080.0,18.87,2021
604,2021-01-07 08:00,做多,37037.51,35948.66,37328.56,37555.54,36337.36,8.02,2021
605,2021-01-07 04:00,做多,35948.66,35948.66,37328.56,36823.68,36337.36,10.16,2021
606,2021-01-06 00:00,做多,32900.0,32900.0,34243.99,33747.0,33356.46,6.52,2021
607,2021-01-02 20:00,做多,29950.0,29668.86,30418.79,31717.01,30528.0,9.82,2021
608,2020-12-30 08:00,做多,27441.73,27139.79,27886.94,28110.62,27401.0,4.5,2020
609,2020-12-30 04:00,做多,27188.0,27188.0,27938.92,27402.83,27401.0,6.06,2020
610,2020-12-27 04:00,做多,26053.61,25071.0,25689.76,26508.83,25850.0,7.36,2020
611,2020-12-27 00:00,做多,25690.0,25071.0,25689.76,25944.43,25824.09,9.7,2020
612,2020-12-26 20:00,做多,25071.0,25071.0,25689.76,25638.48,25582.15,11.0,2020
613,2020-12-25 16:00,做多,23836.0,23496.0,24136.81,24605.23,23708.0,1.89,2020
614,2020-12-17 04:00,做多,20891.0,19549.97,19845.62,21346.8,21231.5,11.9,2020
615,2020-12-16 20:00,做多,19897.7,19549.99,19850.18,20666.5,20550.0,15.59,2020
616,2020-12-16 16:00,做多,19549.99,19549.99,19850.18,19748.84,19691.5,20.96,2020
617,2020-12-09 04:00,做空,18600.51,18941.75,18601.78,18319.32,18639.7,3.65,2020
618,2020-11-30 12:00,做多,18578.41,18239.76,18704.66,18618.0,18336.48,7.12,2020
619,2020-11-30 08:00,做多,18343.0,18239.76,18704.66,18574.47,18336.48,7.37,2020
620,2020-11-26 08:00,做空,18509.12,18635.01,18218.63,17930.0,18099.0,9.75,2020
621,2020-11-20 20:00,做多,18438.0,18200.0,18612.97,18678.74,18302.08,1.64,2020
622,2020-11-18 00:00,做多,17377.36,16882.0,17165.78,17693.48,17215.03,4.67,2020
623,2020-11-17 20:00,做多,17022.3,16882.0,17165.78,17322.38,17215.03,6.91,2020
624,2020-11-17 16:00,做多,16882.0,16882.0,17165.78,17001.99,16916.0,8.93,2020
625,2020-11-17 00:00,做多,16476.61,16059.4,16345.14,16776.35,16550.0,6.64,2020
626,2020-11-16 20:00,做多,16390.0,16114.99,16404.22,16445.0,16429.11,5.67,2020
627,2020-11-16 12:00,做多,16161.23,16161.23,16455.37,16230.87,16162.24,4.01,2020
628,2020-11-05 12:00,做多,14372.84,13918.0,14170.96,14469.71,14333.0,10.47,2020
629,2020-11-05 08:00,做多,14280.0,14038.45,14283.36,14302.06,14234.65,11.76,2020
630,2020-10-27 16:00,做多,13240.0,13240.0,13439.56,13448.85,13301.0,3.08,2020
631,2020-10-19 20:00,做多,11543.0,11543.0,11653.19,11801.12,11656.01,1.52,2020
632,2020-10-10 08:00,做多,11110.0,11110.0,11215.78,11413.28,11237.49,0.1,2020
633,2020-10-09 16:00,做多,10958.0,10958.0,11058.91,11049.28,11011.0,4.02,2020
634,2020-10-08 20:00,做多,10675.0,10675.0,10765.56,10892.69,10818.44,2.0,2020
635,2020-10-07 00:00,做空,10613.0,10675.5,10582.62,10565.0,10675.0,0.51,2020
636,2020-10-05 00:00,做多,10648.0,10596.0,10705.7,10667.93,10608.9,0.96,2020
637,2020-10-04 12:00,做多,10596.0,10559.15,10678.0,10607.86,10564.39,1.23,2020
638,2020-10-02 00:00,做空,10676.23,10676.23,10560.97,10611.01,10660.0,2.26,2020
639,2020-09-25 00:00,做多,10542.66,10489.73,10622.69,10644.56,10551.56,1.81,2020
640,2020-09-21 20:00,做空,10572.01,10751.0,10624.37,10415.61,10532.95,0.61,2020
641,2020-09-21 16:00,做空,10751.0,10751.0,10624.37,10634.48,10636.0,3.32,2020
642,2020-09-14 20:00,做多,10474.99,10352.68,10500.07,10688.0,10592.0,2.2,2020
643,2020-09-06 00:00,做空,9975.85,10306.29,10046.46,9960.16,10303.0,0.73,2020
644,2020-09-03 20:00,做空,11189.71,11210.0,11045.3,10683.59,10800.0,7.53,2020
645,2020-09-02 16:00,做空,11730.02,11812.0,11680.6,11417.49,11488.0,2.0,2020
646,2020-08-11 20:00,做空,11651.0,11712.05,11500.15,11493.15,11630.0,3.19,2020
647,2020-08-05 16:00,做多,11337.35,11324.56,11580.52,11444.63,11400.05,3.22,2020
648,2020-07-31 20:00,做多,11240.0,11195.52,11408.75,11355.05,11201.0,3.61,2020
649,2020-07-28 04:00,做多,10997.24,10360.0,10483.16,11047.58,10580.0,2.01,2020
650,2020-07-28 00:00,做多,10458.58,10360.0,10483.16,10806.52,10580.0,6.31,2020
651,2020-07-26 00:00,做多,9650.0,9650.0,9726.61,9674.11,9655.2,6.47,2020
652,2020-07-23 04:00,做多,9389.94,9389.94,9449.79,9518.25,9439.86,1.68,2020
653,2020-07-21 12:00,做多,9203.83,9194.98,9245.84,9314.87,9272.0,1.34,2020
654,2020-07-16 12:00,做空,9156.0,9156.0,9088.52,9124.21,9150.0,0.88,2020
655,2020-07-09 20:00,做空,9283.0,9283.0,9197.62,9211.0,9255.25,0.97,2020
656,2020-07-06 12:00,做多,9131.42,9131.42,9207.94,9199.71,9171.0,1.96,2020
657,2020-06-24 16:00,做空,9503.0,9585.0,9480.08,9337.26,9440.59,3.56,2020
658,2020-06-24 12:00,做空,9585.0,9585.0,9480.08,9519.0,9555.83,5.4,2020
659,2020-06-22 20:00,做多,9470.0,9386.79,9493.74,9489.82,9472.3,3.22,2020
660,2020-06-22 16:00,做多,9450.0,9386.79,9493.74,9458.88,9438.22,3.55,2020
661,2020-06-16 08:00,做多,9490.83,9368.32,9497.45,9559.49,9400.0,0.3,2020
662,2020-06-12 00:00,做空,9503.0,9681.21,9547.71,9280.99,9550.0,0.56,2020
663,2020-06-11 20:00,做空,9681.21,9681.21,9547.71,9525.02,9572.64,4.93,2020
664,2020-05-29 04:00,做多,9537.0,9280.0,9441.68,9569.59,9317.42,0.3,2020
665,2020-05-28 20:00,做多,9280.0,9230.0,9398.1,9494.98,9317.42,1.33,2020
666,2020-05-27 16:00,做多,9011.82,9011.82,9188.73,9144.99,9046.1,1.48,2020
667,2020-05-21 20:00,做空,9225.53,9281.42,9056.29,9082.3,9219.58,2.97,2020
668,2020-05-13 20:00,做多,9048.66,8981.0,9280.32,9135.32,9042.0,8.92,2020
669,2020-05-13 16:00,做多,8981.0,8981.0,9280.32,9034.48,8983.0,10.13,2020
670,2020-05-10 08:00,做空,9528.23,9528.23,9305.87,8621.65,8900.2,4.31,2020
671,2020-05-08 04:00,做多,9965.0,9405.0,9610.24,9995.0,9726.0,0.5,2020
672,2020-05-08 00:00,做多,9630.0,9405.0,9610.24,9871.77,9726.0,2.11,2020
673,2020-05-07 20:00,做多,9405.0,9405.0,9610.24,9518.55,9505.63,5.9,2020
674,2020-04-29 08:00,做多,7780.0,7780.0,7900.74,7813.51,7805.0,19.28,2020
675,2020-04-23 20:00,做多,7178.0,7178.0,7296.61,7528.14,7388.0,1.21,2020
676,2020-04-22 20:00,做多,6970.0,6940.0,7070.45,7105.69,7020.0,9.8,2020
677,2020-04-16 16:00,做多,6984.7,6878.02,7014.37,7019.97,6925.0,2.44,2020
678,2020-04-10 20:00,做空,6851.0,7105.98,6942.0,6766.65,6946.96,0.33,2020
679,2020-04-10 12:00,做空,7105.98,7105.98,6942.0,6919.58,6966.07,2.58,2020
680,2020-04-06 12:00,做多,6887.2,6839.59,7023.38,7024.02,7010.64,6.06,2020
681,2020-04-02 04:00,做多,6492.0,6492.0,6671.05,6641.51,6542.73,9.76,2020
682,2020-03-30 16:00,做多,6330.0,6206.89,6408.77,6351.23,6260.0,4.01,2020
683,2020-03-30 12:00,做多,6207.64,6207.64,6412.94,6238.58,6230.25,5.89,2020
684,2020-03-23 20:00,做多,6153.19,6153.19,6475.89,6230.0,6225.01,9.79,2020
685,2020-03-08 08:00,做空,8850.0,9056.1,8932.55,8756.73,8763.64,8.82,2020
686,2020-03-08 00:00,做空,9016.0,9016.0,8883.45,8896.9,8932.31,8.78,2020
687,2020-03-05 16:00,做多,8950.0,8834.61,8982.49,9106.49,8994.14,0.8,2020
688,2020-03-05 08:00,做多,8853.88,8853.88,9002.65,8878.52,8870.0,3.31,2020
689,2020-02-25 20:00,做空,9487.38,9487.38,9328.95,9404.39,9466.48,4.5,2020
690,2020-02-20 04:00,做空,10026.08,10026.08,9852.09,9593.65,9700.0,2.2,2020
691,2020-02-15 20:00,做空,10203.98,10233.0,10075.58,9982.18,10100.0,1.61,2020
692,2020-02-12 00:00,做多,10240.0,9908.0,10041.29,10287.46,10201.75,1.87,2020
693,2020-02-11 20:00,做多,9931.89,9931.89,10070.08,10204.39,10201.75,2.7,2020
694,2020-02-10 12:00,做空,10026.0,10026.0,9903.38,9985.67,9997.0,2.57,2020
695,2020-02-09 04:00,做多,9898.57,9840.0,9964.85,9906.43,9892.15,2.81,2020
696,2020-02-05 16:00,做多,9307.78,9305.0,9435.82,9423.0,9422.99,3.99,2020
697,2020-01-29 04:00,做多,9207.81,9176.68,9300.08,9398.98,9242.0,0.65,2020
698,2020-01-27 00:00,做多,8493.14,8425.0,8541.92,8565.04,8549.0,4.95,2020
699,2020-01-26 16:00,做多,8425.0,8390.0,8514.55,8481.78,8442.0,3.33,2020
700,2020-01-19 16:00,做空,8832.0,8832.0,8682.92,8704.84,8760.93,3.03,2020
701,2020-01-14 12:00,做多,8485.0,8135.93,8274.38,8515.53,8476.0,4.73,2020
702,2020-01-14 08:00,做多,8200.0,8200.0,8345.62,8469.84,8467.74,5.3,2020
703,2020-01-07 08:00,做多,7808.65,7580.08,7680.21,7898.59,7733.0,7.21,2020
704,2020-01-07 04:00,做多,7611.81,7580.08,7680.21,7757.39,7733.0,5.9,2020
705,2020-01-03 16:00,做多,7300.0,7175.0,7250.29,7338.11,7229.0,0.94,2020
706,2020-01-03 12:00,做多,7175.0,7175.0,7250.29,7198.02,7198.0,2.91,2020
707,2019-12-30 20:00,做空,7287.25,7322.26,7232.28,7258.26,7319.0,1.05,2019
708,2019-12-28 08:00,做多,7270.0,7238.16,7346.91,7284.59,7256.13,1.02,2019
709,2019-12-19 04:00,做多,6964.68,6720.0,6821.57,7277.44,7042.82,1.24,2019
710,2019-12-19 00:00,做多,6868.29,6738.64,6836.54,6951.33,6937.22,7.61,2019
711,2019-12-17 00:00,做空,7037.03,7037.03,6956.42,6900.0,6940.0,4.58,2019
712,2019-12-14 20:00,做空,7141.0,7205.0,7116.43,7057.31,7196.0,0.74,2019
713,2019-12-14 16:00,做空,7203.43,7203.43,7113.04,7183.45,7196.0,2.49,2019
714,2019-12-10 20:00,做空,7269.05,7269.05,7149.51,7232.93,7267.0,1.59,2019
715,2019-12-09 20:00,做空,7434.57,7493.63,7368.09,7423.47,7454.4,2.86,2019
716,2019-12-01 00:00,做空,7511.11,7660.0,7469.67,7504.35,7561.89,3.76,2019
717,2019-11-28 00:00,做多,7433.0,7172.99,7369.14,7563.68,7411.63,1.21,2019
718,2019-11-22 16:00,做空,7389.68,7432.0,7309.52,7097.18,7379.38,4.71,2019
719,2019-11-21 20:00,做空,7855.0,8066.0,7964.81,7625.58,7765.03,11.32,2019
720,2019-11-21 16:00,做空,8037.5,8037.5,7935.4,7871.42,7915.0,12.09,2019
721,2019-11-19 00:00,做空,8372.07,8417.0,8318.73,8211.8,8239.41,2.58,2019
722,2019-11-15 20:00,做空,8515.0,8605.85,8499.8,8476.55,8540.54,0.54,2019
723,2019-11-14 12:00,做空,8712.0,8712.0,8589.47,8667.46,8697.71,1.76,2019
724,2019-11-08 20:00,做空,8938.81,9091.2,8962.77,8821.33,8899.85,1.15,2019
725,2019-11-08 16:00,做空,9091.2,9091.2,8962.77,9033.3,9040.92,4.02,2019
726,2019-10-26 00:00,做多,8564.68,7468.27,7583.09,8631.73,8539.79,20.58,2019
727,2019-10-25 20:00,做多,7638.51,7495.81,7617.36,8264.52,8257.25,25.94,2019
728,2019-10-25 16:00,做多,7495.81,7495.81,7617.36,7575.06,7573.62,37.4,2019
729,2019-10-23 08:00,做空,8000.0,8164.78,8068.19,7953.2,8017.5,9.81,2019
730,2019-10-23 04:00,做空,8160.0,8164.78,8068.19,8020.89,8047.78,10.57,2019
731,2019-10-21 00:00,做多,8041.19,7999.28,8101.37,8229.17,8150.0,1.28,2019
732,2019-10-16 00:00,做空,8205.02,8205.02,8093.26,8177.46,8184.0,3.39,2019
733,2019-10-11 16:00,做空,8332.6,8419.34,8276.44,8295.88,8369.99,1.04,2019
734,2019-10-11 12:00,做空,8419.34,8419.34,8276.44,8385.26,8386.61,2.09,2019
735,2019-10-09 20:00,做多,8242.52,8242.52,8385.2,8550.09,8419.34,1.34,2019
736,2019-09-30 20:00,做多,8127.06,8127.06,8308.57,8280.0,8162.0,2.64,2019
737,2019-09-26 20:00,做空,8223.71,8223.71,8011.22,7921.82,8160.5,2.79,2019
738,2019-09-25 04:00,做空,8645.61,9603.5,9473.13,8495.83,8725.24,3.48,2019
739,2019-09-25 00:00,做空,9408.47,9603.5,9473.13,8645.61,8755.44,5.88,2019
740,2019-09-24 20:00,做空,9603.5,9603.5,9473.13,9530.0,8755.44,14.62,2019
741,2019-09-23 20:00,做空,9878.51,9932.01,9805.76,9867.06,9883.89,4.65,2019
742,2019-09-12 20:00,做多,10205.46,10205.46,10437.71,10326.58,10239.42,1.2,2019
