序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
1,2026-08-23 12:00,做空,6K极值,76777.4,1102.2,1.433,15.89,11,0.07,0.9,确认,,,2026-08-24 00:00,77305.48,3,-0.479,,-0.479,1.5x,,1.5x,-0.719,,-0.719,3K收盘认赔,2026
2,2026-08-19 20:00,做多,基准值,64705.7,388.77,0.603,-1.05,467,-0.33,11.32,确认,是,68394.9,2026-08-21 16:00,78940.95,11,36.616,2.586,39.202,2.0x,,2.0x,73.232,5.172,78.404,止盈,2026
3,2026-08-17 20:00,做多,6K极值,63757.41,352.07,0.554,-2.22,29,1.16,3.48,确认,,,2026-08-19 08:00,64319.85,9,1.598,,1.598,2.0x,,2.0x,3.195,,3.195,KAMA跟踪止损,2026
4,2026-08-17 08:00,做多,6K极值,63370.0,325.41,0.518,-3.37,16,-0.17,1.93,弱突破,,,2026-08-17 08:00,63409.8,0,0.122,,0.122,2.0x,,2.0x,0.245,,0.245,弱突破平仓,2026
5,2026-08-17 04:00,做空,基准值,62933.08,319.61,0.507,-3.04,11,-0.08,1.16,弱突破,,,2026-08-17 04:00,62876.0,0,0.179,,0.179,1.5x,,1.5x,0.268,,0.268,弱突破平仓,2026
6,2026-08-14 16:00,做空,6K极值,62889.44,457.5,0.727,-3.53,3,0.78,1.17,弱突破,,,2026-08-14 16:00,62837.4,0,0.114,,0.114,1.5x,,1.5x,0.171,,0.171,弱突破平仓,2026
7,2026-08-13 12:00,做多,6K极值,63682.3,442.88,0.696,-2.5,3,0.32,0.83,弱突破,,,2026-08-13 12:00,63833.26,0,0.341,,0.341,2.0x,,2.0x,0.682,,0.682,弱突破平仓,2026
8,2026-08-12 16:00,做多,6K极值,63886.0,429.27,0.673,-2.28,4,0.47,1.21,确认,,,2026-08-12 20:00,63456.73,1,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2026
9,2026-08-11 20:00,做空,6K极值,63828.0,421.38,0.655,-1.53,42,-0.66,3.29,确认,,,2026-08-12 12:00,63828.0,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2026
10,2026-08-11 16:00,做多,基准值,64185.6,424.24,0.663,-2.03,4,0.02,1.2,弱突破,,,2026-08-11 16:00,64358.3,0,0.407,,0.407,2.0x,,2.0x,0.814,,0.814,弱突破平仓,2026
11,2026-08-11 00:00,做空,6K极值,64180.7,441.27,0.687,-1.74,30,1.04,2.76,弱突破,,,2026-08-11 00:00,64017.73,0,0.369,,0.369,1.5x,,1.5x,0.554,,0.554,弱突破平仓,2026
12,2026-08-07 16:00,做多,6K极值,64518.2,525.6,0.818,-1.82,43,-0.19,1.35,确认,,,2026-08-10 20:00,64733.06,19,0.409,,0.409,2.0x,,2.0x,0.818,,0.818,KAMA跟踪止损,2026
13,2026-08-06 00:00,做多,6K极值,64714.4,580.19,0.902,-1.81,33,0.32,0.96,弱突破,,,2026-08-06 00:00,64801.15,0,0.15,,0.15,2.0x,,2.0x,0.299,,0.299,弱突破平仓,2026
14,2026-08-03 20:00,做多,基准值,63575.6,539.6,0.863,-4.68,3,-1.6,3.6,弱突破,,,2026-08-03 20:00,63664.89,0,0.165,,0.165,2.0x,,2.0x,0.331,,0.331,弱突破平仓,2026
15,2026-08-03 12:00,做空,6K极值,62778.9,542.34,0.863,-4.21,7,0.38,1.05,弱突破,,,2026-08-03 12:00,62591.0,0,0.346,,0.346,1.5x,,1.5x,0.52,,0.52,弱突破平仓,2026
16,2026-08-03 08:00,做空,基准值,62981.56,528.95,0.832,-3.22,5,-0.86,0.89,弱突破,,,2026-08-03 08:00,62844.14,0,0.26,,0.26,1.5x,,1.5x,0.39,,0.39,弱突破平仓,2026
17,2026-07-31 20:00,做空,6K极值,63579.3,632.77,0.992,-3.09,83,1.5,2.78,确认,,,2026-08-02 08:00,63154.78,9,0.671,,0.671,1.5x,,1.5x,1.006,,1.006,KAMA跟踪止损,2026
18,2026-07-31 16:00,做空,6K极值,63852.4,644.98,1.009,-2.89,7,1.33,0.83,弱突破,,,2026-07-31 16:00,63779.38,0,0.113,,0.113,1.5x,,1.5x,0.17,,0.17,弱突破平仓,2026
19,2026-07-31 12:00,做空,6K极值,64153.26,646.07,1.004,-2.23,5,0.55,0.84,弱突破,,,2026-07-31 12:00,63912.92,0,0.372,,0.372,1.5x,,1.5x,0.558,,0.558,弱突破平仓,2026
20,2026-07-30 16:00,做多,6K极值,64393.0,633.71,0.99,-2.91,14,0.62,0.88,确认,,,2026-07-31 08:00,64411.58,4,0.029,,0.029,2.0x,,2.0x,0.059,,0.059,KAMA跟踪止损,2026
21,2026-07-28 04:00,做空,6K极值,64397.77,519.01,0.799,-1.66,19,0.37,2.12,确认,,,2026-07-29 12:00,64387.76,8,0.019,,0.019,1.5x,,1.5x,0.029,,0.029,KAMA跟踪止损,2026
22,2026-07-27 04:00,做多,6K极值,64905.7,452.72,0.7,-2.19,14,0.51,1.45,确认,,,2026-07-27 20:00,64939.76,4,0.075,,0.075,2.0x,,2.0x,0.15,,0.15,KAMA跟踪止损,2026
23,2026-07-26 20:00,做多,6K极值,64567.05,464.78,0.721,-2.47,11,0.22,0.91,弱突破,,,2026-07-26 20:00,64733.5,0,0.358,,0.358,2.0x,,2.0x,0.716,,0.716,弱突破平仓,2026
24,2026-07-24 20:00,做空,基准值,64733.3,584.43,0.898,-1.73,23,0.03,3.19,确认,,,2026-07-26 12:00,64562.36,10,0.292,,0.292,1.5x,,1.5x,0.439,,0.439,KAMA跟踪止损,2026
25,2026-07-24 12:00,做多,6K极值,65437.58,581.52,0.889,-1.16,3,0.76,1.08,弱突破,,,2026-07-24 12:00,65469.3,0,0.055,,0.055,2.0x,,2.0x,0.109,,0.109,弱突破平仓,2026
26,2026-07-23 20:00,做空,6K极值,65314.18,587.09,0.896,-1.1,17,0.84,2.26,确认,,,2026-07-24 08:00,65425.73,3,-0.19,,-0.19,1.5x,,1.5x,-0.285,,-0.285,3K收盘认赔,2026
27,2026-07-23 12:00,做空,6K极值,65552.03,604.58,0.921,-0.94,12,0.59,0.67,弱突破,,,2026-07-23 12:00,65405.89,0,0.242,,0.242,1.5x,,1.5x,0.363,,0.363,弱突破平仓,2026
28,2026-07-20 20:00,做多,基准值,65084.6,601.23,0.925,-1.97,167,0.44,3.26,确认,,,2026-07-22 20:00,65612.95,12,0.879,,0.879,2.0x,,2.0x,1.758,,1.758,KAMA跟踪止损,2026
29,2026-07-20 12:00,做空,基准值,64288.3,542.23,0.836,-2.18,8,-0.45,1.78,弱突破,,,2026-07-20 12:00,64249.9,0,0.071,,0.071,1.5x,,1.5x,0.106,,0.106,弱突破平仓,2026
30,2026-07-19 16:00,做空,基准值,64484.96,558.99,0.864,-2.45,3,-0.25,0.59,弱突破,,,2026-07-19 16:00,64445.6,0,0.07,,0.07,1.5x,,1.5x,0.106,,0.106,弱突破平仓,2026
31,2026-07-19 04:00,做多,6K极值,64624.48,602.52,0.934,-2.76,13,0.84,0.49,弱突破,,,2026-07-19 04:00,64806.7,0,0.302,,0.302,2.0x,,2.0x,0.605,,0.605,弱突破平仓,2026
32,2026-07-19 00:00,做多,6K极值,64229.9,604.25,0.943,-3.42,11,0.15,0.73,弱突破,,,2026-07-19 00:00,64529.1,0,0.495,,0.495,2.0x,,2.0x,0.99,,0.99,弱突破平仓,2026
33,2026-07-18 20:00,做多,6K极值,64065.0,620.36,0.969,-3.51,3,0.2,0.46,弱突破,,,2026-07-18 20:00,64089.9,0,0.04,,0.04,2.0x,,2.0x,0.08,,0.08,弱突破平仓,2026
34,2026-07-17 12:00,做空,6K极值,63360.47,676.64,1.065,-4.32,15,1.76,1.47,确认,,,2026-07-18 00:00,64113.21,3,-1.112,,-1.112,1.5x,,1.5x,-1.669,,-1.669,3K收盘认赔,2026
35,2026-07-17 08:00,做空,6K极值,63715.0,676.41,1.06,-4.02,14,0.66,0.95,弱突破,,,2026-07-17 08:00,63538.0,0,0.262,,0.262,1.5x,,1.5x,0.393,,0.393,弱突破平仓,2026
36,2026-07-17 04:00,做空,6K极值,63833.0,683.86,1.064,-3.36,13,-0.07,0.47,弱突破,,,2026-07-17 04:00,63805.79,0,0.04,,0.04,1.5x,,1.5x,0.06,,0.06,弱突破平仓,2026
37,2026-07-16 12:00,做空,6K极值,64370.2,658.47,1.019,-2.84,9,1.22,0.88,弱突破,,,2026-07-16 12:00,64204.18,0,0.252,,0.252,1.5x,,1.5x,0.378,,0.378,弱突破平仓,2026
38,2026-07-15 20:00,做多,6K极值,65245.2,668.71,1.033,-2.78,137,-0.47,2.02,弱突破,,,2026-07-15 20:00,65392.9,0,0.221,,0.221,2.0x,,2.0x,0.442,,0.442,弱突破平仓,2026
39,2026-07-15 04:00,做多,6K极值,64937.45,683.61,1.059,-3.12,133,3.21,0.99,弱突破,,,2026-07-15 04:00,65014.7,0,0.113,,0.113,2.0x,,2.0x,0.226,,0.226,弱突破平仓,2026
40,2026-07-13 08:00,做空,6K极值,63634.1,600.53,0.942,-4.54,19,0.38,3.67,确认,,,2026-07-14 20:00,62902.7,9,1.218,,1.218,1.5x,,1.5x,1.827,,1.827,KAMA跟踪止损,2026
41,2026-07-10 08:00,做多,6K极值,63474.5,799.6,1.265,-5.74,13,0.7,1.02,确认,,,2026-07-12 04:00,63840.69,11,0.458,,0.458,2.0x,,2.0x,0.916,,0.916,KAMA跟踪止损,2026
42,2026-07-09 12:00,做多,6K极值,62617.7,811.28,1.31,-7.6,6,0.42,1.11,弱突破,,,2026-07-09 12:00,62973.6,0,0.439,,0.439,2.0x,,2.0x,0.877,,0.877,弱突破平仓,2026
43,2026-07-08 20:00,做空,6K极值,61718.67,831.23,1.335,-7.27,11,1.68,1.32,弱突破,,,2026-07-08 20:00,61688.06,0,0.037,,0.037,1.5x,,1.5x,0.055,,0.055,弱突破平仓,2026
44,2026-07-08 16:00,做空,6K极值,62448.99,811.95,1.292,-6.4,10,1.45,1.64,弱突破,,,2026-07-08 16:00,62270.01,0,0.22,,0.22,1.5x,,1.5x,0.331,,0.331,弱突破平仓,2026
45,2026-07-07 12:00,做空,6K极值,63123.73,809.29,1.281,-6.14,3,0.54,1.15,弱突破,,,2026-07-07 12:00,63062.7,0,0.075,,0.075,1.5x,,1.5x,0.113,,0.113,弱突破平仓,2026
46,2026-07-07 04:00,做多,6K极值,63943.49,774.15,1.215,-5.5,81,1.02,1.21,弱突破,,,2026-07-07 04:00,64023.5,0,0.103,,0.103,2.0x,,2.0x,0.207,,0.207,弱突破平仓,2026
47,2026-07-07 00:00,做多,6K极值,63525.4,784.72,1.236,-5.79,3,0.37,1.81,弱突破,,,2026-07-07 00:00,63706.0,0,0.23,,0.23,2.0x,,2.0x,0.46,,0.46,弱突破平仓,2026
48,2026-07-06 04:00,做多,基准值,63084.3,679.18,1.082,-7.05,75,-0.4,1.92,确认,,,2026-07-06 16:00,62497.9,3,-0.863,,-0.863,2.0x,,2.0x,-1.727,,-1.727,3K收盘认赔,2026
49,2026-07-01 20:00,做多,6K极值,59432.27,838.09,1.43,-13.94,8,-0.01,2.69,确认,,,2026-07-05 08:00,62594.03,21,3.773,,3.773,2.0x,,2.0x,7.545,,7.545,KAMA跟踪止损,2026
50,2026-06-30 20:00,做空,6K极值,59100.1,838.06,1.416,-13.4,26,1.76,3.96,确认,,,2026-07-01 08:00,59171.36,3,-0.085,,-0.085,1.5x,,1.5x,-0.128,,-0.128,3K收盘认赔,2026
51,2026-06-30 16:00,做空,6K极值,59332.54,859.4,1.444,-12.91,4,1.51,0.94,弱突破,,,2026-06-30 16:00,59164.65,0,0.195,,0.195,1.5x,,1.5x,0.293,,0.293,弱突破平仓,2026
52,2026-06-30 12:00,做空,基准值,59562.6,885.73,1.486,-12.77,3,0.34,1.02,弱突破,,,2026-06-30 12:00,59498.44,0,0.072,,0.072,1.5x,,1.5x,0.109,,0.109,弱突破平仓,2026
53,2026-06-29 00:00,做空,基准值,59749.6,864.27,1.444,-13.06,12,0.53,0.74,弱突破,,,2026-06-29 00:00,59453.94,0,0.342,,0.342,1.5x,,1.5x,0.513,,0.513,弱突破平仓,2026
54,2026-06-28 04:00,做空,6K极值,60055.8,967.37,1.608,-12.97,4,0.61,0.29,弱突破,,,2026-06-28 04:00,60000.3,0,0.057,,0.057,1.5x,,1.5x,0.086,,0.086,弱突破平仓,2026
55,2026-06-27 20:00,做多,6K极值,60553.11,992.06,1.644,-12.71,11,0.43,0.39,弱突破,,,2026-06-27 20:00,60817.2,0,0.266,,0.266,2.0x,,2.0x,0.532,,0.532,弱突破平仓,2026
56,2026-06-25 20:00,做空,基准值,60675.62,903.47,1.475,-12.05,4,-0.34,5.14,确认,,,2026-06-26 12:00,60675.62,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2026
57,2026-06-23 12:00,做空,6K极值,63777.9,730.06,1.14,-8.77,20,1.19,2.48,确认,,,2026-06-25 12:00,61578.83,12,3.012,,3.012,1.5x,,1.5x,4.518,,4.518,KAMA跟踪止损,2026
58,2026-06-23 04:00,做空,基准值,64014.9,739.33,1.147,-8.44,3,-0.44,0.92,弱突破,,,2026-06-23 04:00,63990.41,0,0.033,,0.033,1.5x,,1.5x,0.05,,0.05,弱突破平仓,2026
59,2026-06-22 20:00,做多,基准值,64787.71,731.88,1.133,-8.22,28,2.12,3.0,弱突破,,,2026-06-22 20:00,64807.9,0,0.028,,0.028,2.0x,,2.0x,0.055,,0.055,弱突破平仓,2026
60,2026-06-22 04:00,做空,基准值,63874.87,686.57,1.07,-9.09,7,-0.0,1.28,确认,,,2026-06-22 08:00,64561.44,1,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
61,2026-06-21 08:00,做多,基准值,64365.7,770.29,1.198,-9.22,14,0.98,0.42,弱突破,,,2026-06-21 08:00,64399.9,0,0.044,,0.044,2.0x,,2.0x,0.089,,0.089,弱突破平仓,2026
62,2026-06-20 20:00,做多,6K极值,63880.83,782.53,1.229,-10.1,11,0.22,1.37,弱突破,,,2026-06-20 20:00,64126.0,0,0.313,,0.313,2.0x,,2.0x,0.627,,0.627,弱突破平仓,2026
63,2026-06-18 20:00,做空,6K极值,63678.8,857.5,1.341,-10.21,40,0.83,2.68,确认,,,2026-06-20 08:00,63656.18,9,0.026,,0.026,1.5x,,1.5x,0.04,,0.04,KAMA跟踪止损,2026
64,2026-06-17 16:00,做空,6K极值,65216.02,784.17,1.197,-8.32,14,0.22,1.44,确认,,,2026-06-18 00:00,66000.18,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
65,2026-06-15 04:00,做多,基准值,64640.6,745.89,1.17,-11.41,65,-0.96,2.74,确认,是,65894.6,2026-06-16 20:00,65620.02,10,1.313,-0.137,1.176,2.0x,,2.0x,2.626,-0.275,2.352,KAMA跟踪止损,2026
66,2026-06-15 00:00,做空,6K极值,63839.8,757.54,1.184,-11.11,7,0.81,0.64,弱突破,,,2026-06-15 00:00,63777.4,0,0.082,,0.082,1.5x,,1.5x,0.124,,0.124,弱突破平仓,2026
67,2026-06-14 20:00,做空,6K极值,64194.33,761.02,1.18,-10.39,4,-0.14,0.91,弱突破,,,2026-06-14 20:00,63995.2,0,0.262,,0.262,1.5x,,1.5x,0.392,,0.392,弱突破平仓,2026
68,2026-06-14 04:00,做多,6K极值,64319.4,845.74,1.316,-10.96,55,0.68,0.51,弱突破,,,2026-06-14 04:00,64421.7,0,0.121,,0.121,2.0x,,2.0x,0.242,,0.242,弱突破平仓,2026
69,2026-06-13 20:00,做多,6K极值,63946.7,891.44,1.394,-11.41,5,0.61,0.6,弱突破,,,2026-06-13 20:00,64265.0,0,0.357,,0.357,2.0x,,2.0x,0.714,,0.714,弱突破平仓,2026
70,2026-06-13 16:00,做多,6K极值,63859.24,925.61,1.45,-11.57,3,0.42,0.36,弱突破,,,2026-06-13 16:00,63936.1,0,0.083,,0.083,2.0x,,2.0x,0.166,,0.166,弱突破平仓,2026
71,2026-06-12 00:00,做多,6K极值,63233.1,1071.52,1.708,-13.67,16,0.09,1.58,弱突破,,,2026-06-12 00:00,63582.53,0,0.326,,0.326,2.0x,,2.0x,0.652,,0.652,弱突破平仓,2026
72,2026-06-11 16:00,做多,6K极值,62970.1,1119.99,1.786,-13.71,11,1.27,0.81,弱突破,,,2026-06-11 16:00,63078.1,0,0.096,,0.096,2.0x,,2.0x,0.193,,0.193,弱突破平仓,2026
73,2026-06-09 20:00,做空,基准值,62386.69,1173.59,1.872,-14.43,14,0.6,2.26,确认,,,2026-06-10 20:00,62136.01,6,0.214,,0.214,1.5x,,1.5x,0.32,,0.32,KAMA跟踪止损,2026
74,2026-06-08 04:00,做多,基准值,62932.29,1244.43,2.03,-17.03,15,-1.71,1.04,弱突破,,,2026-06-08 04:00,63304.37,0,0.299,,0.299,1.0x,,1.0x,0.299,,0.299,弱突破平仓,2026
75,2026-06-08 00:00,做空,基准值,61454.32,1249.76,2.013,-15.99,3,-0.64,0.52,弱突破,,,2026-06-08 00:00,61303.8,0,0.12,,0.12,1.0x,,1.0x,0.12,,0.12,弱突破平仓,2026
76,2026-06-07 16:00,做多,6K极值,62379.0,1288.96,2.067,-15.59,11,2.98,0.61,弱突破,,,2026-06-07 16:00,62598.9,0,0.171,,0.171,1.0x,,1.0x,0.171,,0.171,弱突破平仓,2026
77,2026-06-04 04:00,做空,6K极值,65219.03,1043.17,1.594,-13.1,571,2.62,1.5,确认,,,2026-06-07 12:00,61897.3,20,3.184,,3.184,1.5x,,1.5x,4.776,,4.776,KAMA跟踪止损,2026
78,2026-06-04 00:00,做空,基准值,65802.22,1038.58,1.573,-12.29,3,-0.34,1.32,弱突破,,,2026-06-04 00:00,65432.4,0,0.356,,0.356,1.5x,,1.5x,0.534,,0.534,弱突破平仓,2026
79,2026-06-01 12:00,做空,6K极值,73186.13,653.19,0.886,-2.83,15,-0.16,1.52,确认,,,2026-06-03 12:00,67332.68,12,8.961,,8.961,1.5x,,1.5x,13.442,,13.442,KAMA跟踪止损,2026
80,2026-05-31 20:00,做空,6K极值,73706.65,660.48,0.894,-2.75,5,-0.09,0.8,弱突破,,,2026-05-31 20:00,73613.5,0,0.141,,0.141,1.5x,,1.5x,0.212,,0.212,弱突破平仓,2026
81,2026-05-31 08:00,做多,6K极值,74106.07,709.19,0.96,-2.92,7,0.39,0.49,弱突破,,,2026-05-31 08:00,74107.5,0,0.002,,0.002,2.0x,,2.0x,0.004,,0.004,弱突破平仓,2026
82,2026-05-30 20:00,做多,基准值,73763.3,765.78,1.041,-3.3,4,0.19,0.56,弱突破,,,2026-05-30 20:00,73892.8,0,0.169,,0.169,2.0x,,2.0x,0.338,,0.338,弱突破平仓,2026
83,2026-05-28 08:00,做空,6K极值,74216.14,781.61,1.05,-2.46,264,1.74,2.09,确认,,,2026-05-29 04:00,73820.35,5,0.506,,0.506,1.5x,,1.5x,0.76,,0.76,KAMA跟踪止损,2026
84,2026-05-28 04:00,做空,6K极值,74658.0,760.98,1.014,-1.66,26,1.2,1.37,弱突破,,,2026-05-28 04:00,74418.0,0,0.315,,0.315,1.5x,,1.5x,0.473,,0.473,弱突破平仓,2026
85,2026-05-27 00:00,做空,6K极值,76240.7,773.72,1.012,0.17,16,0.19,1.8,弱突破,,,2026-05-27 00:00,76024.4,0,0.28,,0.28,1.5x,,1.5x,0.419,,0.419,弱突破平仓,2026
86,2026-05-24 04:00,做多,6K极值,75970.33,753.85,0.993,-0.48,6,1.85,2.07,确认,,,2026-05-26 08:00,76633.36,13,0.88,,0.88,2.0x,,2.0x,1.759,,1.759,KAMA跟踪止损,2026
87,2026-05-22 20:00,做空,6K极值,77147.4,692.99,0.895,1.43,5,0.25,1.98,确认,,,2026-05-24 00:00,75815.0,7,1.923,,1.923,1.5x,,1.5x,2.884,,2.884,KAMA跟踪止损,2026
88,2026-05-21 16:00,做空,基准值,77191.4,720.05,0.925,1.99,3,-0.28,1.12,弱突破,,,2026-05-21 16:00,77157.3,0,0.047,,0.047,1.5x,,1.5x,0.071,,0.071,弱突破平仓,2026
89,2026-05-21 08:00,做多,基准值,77820.24,727.17,0.938,1.6,18,0.2,0.8,弱突破,,,2026-05-21 08:00,78039.67,0,0.302,,0.302,2.0x,,2.0x,0.604,,0.604,弱突破平仓,2026
90,2026-05-18 04:00,做空,6K极值,77815.25,705.84,0.901,2.82,97,-0.3,1.63,确认,,,2026-05-20 12:00,77416.57,14,0.565,,0.565,1.5x,,1.5x,0.847,,0.847,KAMA跟踪止损,2026
91,2026-05-17 16:00,做多,6K极值,78288.8,719.13,0.92,2.52,5,-0.11,0.5,弱突破,,,2026-05-17 16:00,78375.06,0,0.12,,0.12,2.0x,,2.0x,0.24,,0.24,弱突破平仓,2026
92,2026-05-15 20:00,做空,6K极值,80269.59,829.08,1.029,5.85,7,0.58,2.9,确认,,,2026-05-17 12:00,78231.44,10,2.458,,2.458,1.5x,,1.5x,3.688,,3.688,KAMA跟踪止损,2026
93,2026-05-15 00:00,做多,6K极值,81276.75,859.51,1.058,6.85,15,2.84,2.43,弱突破,,,2026-05-15 00:00,81373.8,0,0.113,,0.113,2.0x,是,1.5x,0.169,,0.169,弱突破平仓,2026
94,2026-05-13 20:00,做空,基准值,80377.5,739.03,0.918,6.01,53,-0.0,3.09,确认,,,2026-05-14 20:00,80377.5,6,0.0,,0.0,1.5x,是,1.0x,0.0,,0.0,KAMA跟踪止损,2026
95,2026-05-13 08:00,做多,基准值,80968.6,744.19,0.925,6.15,4,-0.35,0.79,弱突破,,,2026-05-13 08:00,81217.1,0,0.334,,0.334,2.0x,是,1.5x,0.501,,0.501,弱突破平仓,2026
96,2026-05-12 20:00,做空,6K极值,80457.2,741.44,0.918,6.53,9,1.16,2.28,弱突破,,,2026-05-12 20:00,80309.86,0,0.199,,0.199,1.5x,是,1.0x,0.199,,0.199,弱突破平仓,2026
97,2026-05-12 00:00,做多,6K极值,81416.1,764.81,0.939,7.59,3,0.88,1.75,确认,,,2026-05-12 12:00,80813.12,3,-0.788,,-0.788,2.0x,是,1.5x,-1.183,,-1.183,3K收盘认赔,2026
98,2026-05-10 20:00,做多,6K极值,80939.5,655.78,0.812,7.02,18,0.2,1.06,确认,,,2026-05-11 04:00,80283.72,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2026
99,2026-05-10 00:00,做多,基准值,80623.4,749.11,0.931,6.89,12,0.18,0.79,弱突破,,,2026-05-10 00:00,80896.0,0,0.364,,0.364,2.0x,,2.0x,0.728,,0.728,弱突破平仓,2026
100,2026-05-07 20:00,做空,6K极值,80524.4,879.85,1.089,7.77,14,0.7,1.35,确认,,,2026-05-08 20:00,80283.68,6,0.274,,0.274,1.5x,,1.5x,0.41,,0.41,KAMA跟踪止损,2026
101,2026-05-07 08:00,做空,6K极值,80950.76,877.57,1.078,8.74,5,1.32,0.57,弱突破,,,2026-05-07 08:00,80796.6,0,0.176,,0.176,1.5x,,1.5x,0.263,,0.263,弱突破平仓,2026
102,2026-05-06 16:00,做多,基准值,81745.51,835.22,1.027,8.66,568,-0.28,1.9,确认,,,2026-05-07 04:00,81396.63,3,-0.418,,-0.418,2.0x,,2.0x,-0.835,,-0.835,3K收盘认赔,2026
103,2026-05-05 20:00,做多,6K极值,81278.2,846.57,1.046,8.44,562,1.43,2.09,弱突破,,,2026-05-05 20:00,81484.23,0,0.243,,0.243,2.0x,,2.0x,0.487,,0.487,弱突破平仓,2026
104,2026-05-05 08:00,做多,6K极值,80734.0,852.67,1.068,7.17,559,1.36,1.1,弱突破,,,2026-05-05 08:00,80844.0,0,0.129,,0.129,2.0x,,2.0x,0.258,,0.258,弱突破平仓,2026
105,2026-05-04 08:00,做多,6K极值,79426.88,638.87,0.814,5.65,553,-0.12,4.02,确认,,,2026-05-04 16:00,78788.01,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2026
106,2026-05-03 04:00,做多,6K极值,78558.3,680.74,0.868,5.71,7,0.33,0.67,弱突破,,,2026-05-03 04:00,78654.91,0,0.142,,0.142,2.0x,,2.0x,0.284,,0.284,弱突破平仓,2026
107,2026-05-01 08:00,做多,基准值,76623.1,773.25,1.013,3.16,8,0.35,1.02,确认,,,2026-05-02 04:00,77734.89,5,1.438,,1.438,2.0x,,2.0x,2.876,,2.876,KAMA跟踪止损,2026
108,2026-04-30 20:00,做多,基准值,76417.07,825.6,1.086,2.8,5,0.37,1.11,弱突破,,,2026-04-30 20:00,76429.2,0,0.015,,0.015,2.0x,,2.0x,0.029,,0.029,弱突破平仓,2026
109,2026-04-30 00:00,做空,6K极值,75679.74,828.27,1.092,2.68,46,1.41,2.44,弱突破,,,2026-04-30 00:00,75528.45,0,0.183,,0.183,1.5x,,1.5x,0.274,,0.274,弱突破平仓,2026
110,2026-04-29 20:00,做空,基准值,76142.69,772.9,0.997,4.96,4,-1.65,2.29,弱突破,,,2026-04-29 20:00,75875.02,0,0.346,,0.346,1.5x,,1.5x,0.519,,0.519,弱突破平仓,2026
111,2026-04-29 16:00,做多,6K极值,77430.9,763.96,0.992,4.22,10,0.93,1.3,弱突破,,,2026-04-29 16:00,77555.8,0,0.163,,0.163,2.0x,,2.0x,0.327,,0.327,弱突破平仓,2026
112,2026-04-27 20:00,做空,6K极值,77414.4,786.37,1.011,5.47,32,1.03,2.84,确认,,,2026-04-29 08:00,77061.1,9,0.449,,0.449,1.5x,,1.5x,0.674,,0.674,KAMA跟踪止损,2026
113,2026-04-26 12:00,做多,6K极值,77608.3,761.56,0.985,5.0,9,0.07,0.82,确认,,,2026-04-27 12:00,77699.73,6,0.12,,0.12,2.0x,是,1.5x,0.18,,0.18,KAMA跟踪止损,2026
114,2026-04-22 20:00,做多,6K极值,78426.2,989.62,1.264,7.0,472,2.59,1.95,确认,,,2026-04-23 08:00,77711.6,3,-0.722,,-0.722,2.0x,是,1.5x,-1.083,,-1.083,3K收盘认赔,2026
115,2026-04-22 12:00,做多,6K极值,77701.88,1013.88,1.308,5.94,26,2.23,1.63,弱突破,,,2026-04-22 12:00,77979.8,0,0.274,,0.274,2.0x,,2.0x,0.548,,0.548,弱突破平仓,2026
116,2026-04-22 00:00,做空,6K极值,75462.0,936.6,1.236,3.84,6,-0.17,1.59,确认,,,2026-04-22 08:00,76398.6,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
117,2026-04-21 00:00,做多,6K极值,75716.6,945.22,1.249,3.81,12,1.45,1.39,确认,,,2026-04-21 20:00,75716.6,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2026
118,2026-04-20 20:00,做多,6K极值,75534.66,939.4,1.25,3.1,4,1.91,1.62,弱突破,,,2026-04-20 20:00,75677.21,0,0.152,,0.152,2.0x,,2.0x,0.303,,0.303,弱突破平仓,2026
119,2026-04-20 04:00,做空,6K极值,74576.5,900.76,1.202,2.9,19,0.36,1.15,确认,,,2026-04-20 12:00,75477.26,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
120,2026-04-19 12:00,做空,6K极值,75314.0,895.92,1.187,3.65,10,0.85,0.68,弱突破,,,2026-04-19 12:00,75205.7,0,0.121,,0.121,1.5x,,1.5x,0.181,,0.181,弱突破平仓,2026
121,2026-04-19 00:00,做空,6K极值,75726.2,959.76,1.261,4.58,6,1.08,0.81,弱突破,,,2026-04-19 00:00,75610.79,0,0.12,,0.12,1.5x,,1.5x,0.18,,0.18,弱突破平仓,2026
